  44.98
 613.00
 913874993
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 02 29 12	39052.80	0.50	350.84	0.00	-16.31	-16.31	77.14
1980 03 01 12	39398.40	0.00	406.28	0.00	-17.19	-17.19	66.12
1980 03 02 12	39431.50	0.00	424.09	0.00	-17.72	-17.72	62.69
1980 03 03 12	39744.00	0.00	437.43	0.00	-16.80	-16.80	65.00
1980 03 04 12	40039.14	0.00	444.47	0.00	-12.89	-12.89	89.65
1980 03 05 12	40089.60	2.61	345.31	0.00	-7.47	-7.47	153.10
1980 03 06 12	40435.20	0.75	323.93	0.00	-4.28	-4.28	225.10
1980 03 07 12	40435.20	4.14	305.99	0.00	-5.96	-5.96	222.32
1980 03 08 12	40780.80	8.72	290.35	0.00	-3.04	-3.04	293.55
1980 03 09 12	40780.80	2.02	185.26	0.00	-2.80	-2.80	317.89
1980 03 10 12	41126.40	3.22	361.06	0.00	-7.98	-7.98	161.14
1980 03 11 12	41126.40	9.63	366.33	0.00	-6.37	-6.37	159.14
1980 03 12 12	41472.00	2.31	467.24	0.00	-7.78	-7.78	137.44
1980 03 13 12	41808.39	3.75	309.40	0.00	-13.90	-13.90	110.27
1980 03 14 12	41817.60	11.78	368.32	0.00	-10.52	-10.52	153.59
1980 03 15 12	42163.20	2.91	285.45	0.00	-5.39	-5.39	233.85
1980 03 16 12	42163.20	0.02	426.66	0.00	-9.63	-9.63	161.42
1980 03 17 12	42508.80	10.35	372.38	0.00	-8.27	-8.27	171.04
1980 03 18 12	42508.80	13.47	387.72	0.00	-4.09	-4.09	224.67
1980 03 19 12	42854.40	2.83	472.21	0.00	-2.00	-2.00	258.50
1980 03 20 12	42854.40	0.00	466.13	0.00	-4.61	-4.61	230.18
1980 03 21 12	43200.00	0.01	473.88	0.00	-2.00	-2.00	283.96
1980 03 22 12	43545.60	0.00	379.52	0.00	0.59	0.59	402.47
1980 03 23 12	43545.60	0.00	367.05	0.00	2.17	2.17	450.19
1980 03 24 12	43891.20	0.00	432.79	0.00	0.02	0.02	371.77
1980 03 25 12	43891.20	0.00	438.51	0.00	2.16	2.16	418.91
1980 03 26 12	44236.80	0.37	258.20	0.00	1.31	1.31	448.13
1980 03 27 12	44236.80	0.10	324.53	0.00	0.48	0.48	404.02
1980 03 28 12	44582.40	0.00	489.08	0.00	-1.44	-1.44	309.79
1980 03 29 12	44591.61	3.01	401.76	0.00	2.06	2.06	386.90
1980 03 30 12	44928.00	1.19	392.82	0.00	4.67	4.67	445.55
1980 03 31 12	45273.60	0.11	527.08	0.00	0.87	0.87	306.98
1980 04 01 12	45273.60	0.00	533.52	0.00	0.15	0.15	284.82
1980 04 02 12	45619.20	0.00	541.23	0.00	1.20	1.20	309.09
1980 04 03 12	45619.20	0.00	533.63	0.00	3.15	3.15	367.52
1980 04 04 12	45964.80	9.02	411.50	0.00	3.47	3.47	408.05
1980 04 05 12	45964.80	2.57	208.18	0.00	1.07	1.07	442.47
1980 04 06 12	46310.40	0.05	438.68	0.00	-0.24	-0.24	353.36
1980 04 07 12	46319.61	0.00	550.78	0.00	-2.09	-2.09	268.99
1980 04 08 12	46656.00	0.02	473.49	0.00	0.80	0.80	372.14
1980 04 09 12	46968.50	8.34	302.26	0.00	3.07	3.07	508.36
1980 04 10 12	47001.60	30.97	335.95	0.00	4.26	4.26	558.43
1980 04 11 12	47347.20	7.70	304.75	0.00	4.62	4.62	584.08
1980 04 12 12	47347.20	3.77	394.18	0.00	4.73	4.73	529.51
1980 04 13 12	47692.80	0.99	503.85	0.00	5.57	5.57	517.15
1980 04 14 12	47692.80	2.93	405.39	0.00	4.58	4.58	505.27
1980 04 15 12	48038.40	10.74	388.98	0.00	5.95	5.95	554.73
1980 04 16 12	48038.40	2.62	534.33	0.00	5.21	5.21	467.84
1980 04 17 12	48384.00	0.00	539.27	0.00	0.65	0.65	346.38
1980 04 18 12	48384.64	0.00	545.01	0.00	1.04	1.04	349.47
1980 04 19 12	48729.60	0.00	556.54	0.00	0.61	0.61	344.76
1980 04 20 12	48738.81	3.41	450.30	0.00	3.79	3.79	416.01
1980 04 21 12	49075.20	0.92	546.33	0.00	7.61	7.61	463.86
1980 04 22 12	49125.66	6.33	445.13	0.00	2.35	2.35	378.01
1980 04 23 12	49420.80	3.51	384.61	0.00	3.38	3.38	494.46
1980 04 24 12	49538.06	0.62	278.59	0.00	3.95	3.95	574.54
1980 04 25 12	49766.40	1.70	440.74	0.00	6.20	6.20	568.87
1980 04 26 12	49883.66	6.05	419.20	0.00	9.49	9.49	679.90
1980 04 27 12	50112.00	1.57	321.97	0.00	6.90	6.90	649.10
1980 04 28 12	50229.27	0.02	512.02	0.00	5.04	5.04	548.59
1980 04 29 12	50457.60	18.59	413.18	0.00	6.72	6.72	612.02
1980 04 30 12	50508.06	5.39	323.51	0.00	7.11	7.11	723.48
1980 05 01 12	50803.20	0.52	326.12	0.00	9.49	9.49	801.70
1980 05 02 12	50812.41	0.10	567.81	0.00	8.50	8.50	602.46
1980 05 03 12	51148.80	0.06	528.52	0.00	7.02	7.02	491.00
1980 05 04 12	51149.44	0.02	596.76	0.00	9.79	9.79	506.40
1980 05 05 12	51494.40	0.00	597.62	0.00	5.16	5.16	419.82
1980 05 06 12	51494.40	2.47	449.49	0.00	6.91	6.91	558.40
1980 05 07 12	51834.92	5.03	428.69	0.00	10.32	10.32	704.60
1980 05 08 12	51840.00	2.57	213.05	0.00	5.91	5.91	677.15
1980 05 09 12	52028.15	0.84	267.67	0.00	5.13	5.13	644.69
1980 05 10 12	52185.60	0.13	490.49	0.00	5.58	5.58	555.57
1980 05 11 12	52236.06	0.22	448.19	0.00	5.40	5.40	508.11
1980 05 12 12	52531.20	0.06	590.65	0.00	9.14	9.14	586.64
1980 05 13 12	52531.20	0.01	558.03	0.00	11.31	11.31	664.52
1980 05 14 12	52843.69	0.03	528.55	0.00	12.13	12.13	712.13
1980 05 15 12	52876.80	0.76	430.34	0.00	7.55	7.55	584.75
1980 05 16 12	52927.26	0.20	563.68	0.00	8.25	8.25	582.11
1980 05 17 12	53222.40	0.00	588.44	0.00	9.04	9.04	582.20
1980 05 18 12	53222.40	5.35	439.86	0.00	11.58	11.58	727.77
1980 05 19 12	53410.55	1.42	428.20	0.00	11.75	11.75	805.25
1980 05 20 12	53568.00	0.00	576.76	0.00	10.56	10.56	662.80
1980 05 21 12	53568.00	0.00	580.54	0.00	11.21	11.21	662.87
1980 05 22 12	53756.15	0.00	565.84	0.00	12.37	12.37	755.83
1980 05 23 12	53913.60	0.00	568.51	0.00	15.48	15.48	840.03
1980 05 24 12	53913.60	0.00	562.20	0.00	13.36	13.36	755.43
1980 05 25 12	54101.75	0.00	571.55	0.00	12.92	12.92	674.19
1980 05 26 12	54259.20	0.00	574.50	0.00	8.80	8.80	562.60
1980 05 27 12	54259.20	0.04	422.99	0.00	8.85	8.85	647.72
1980 05 28 12	54309.66	0.01	517.86	0.00	6.91	6.91	579.91
1980 05 29 12	54571.69	0.00	512.41	0.00	8.36	8.36	622.91
1980 05 30 12	54604.80	1.26	434.80	0.00	10.22	10.22	672.97
1980 05 31 12	54604.80	0.46	416.46	0.00	14.19	14.19	899.65
1980 06 01 12	54655.26	1.75	296.01	0.00	14.94	14.94	1069.53
1980 06 02 12	54855.10	4.47	356.79	0.00	13.24	13.24	969.32
1980 06 03 12	54950.40	2.89	195.40	0.00	11.65	11.65	1006.06
1980 06 04 12	54950.40	1.56	191.89	0.00	10.65	10.65	961.01
1980 06 05 12	54951.04	0.31	423.50	0.00	10.89	10.89	813.07
1980 06 06 12	55067.66	0.01	560.26	0.00	10.44	10.44	683.14
1980 06 07 12	55200.70	0.00	563.31	0.00	13.32	13.32	794.94
1980 06 08 12	55290.92	3.26	385.96	0.00	15.12	15.12	896.60
1980 06 09 12	55296.00	1.20	425.52	0.00	8.28	8.28	599.66
1980 06 10 12	55296.00	0.17	426.33	0.00	5.87	5.87	536.06
1980 06 11 12	55296.00	0.05	501.31	0.00	7.54	7.54	576.02
1980 06 12 12	55305.21	0.01	441.53	0.00	6.74	6.74	602.84
1980 06 13 12	55346.46	0.00	549.82	0.00	9.67	9.67	654.57
1980 06 14 12	55413.27	0.01	533.01	0.00	14.01	14.01	805.87
1980 06 15 12	55484.15	3.04	416.09	0.00	17.12	17.12	947.06
1980 06 16 12	55546.30	1.36	463.98	0.00	15.72	15.72	826.54
1980 06 17 12	55546.30	0.15	507.95	0.00	11.25	11.25	701.97
1980 06 18 12	55608.50	0.00	536.37	0.00	12.54	12.54	750.31
1980 06 19 12	55608.50	0.00	545.58	0.00	14.92	14.92	808.39
1980 06 20 12	55608.50	20.22	408.50	0.00	13.74	13.74	835.77
1980 06 21 12	55608.50	10.17	338.04	0.00	14.01	14.01	940.72
1980 06 22 12	55608.50	2.02	376.18	0.00	11.94	11.94	851.72
1980 06 23 12	55608.50	0.22	511.59	0.00	15.15	15.15	924.09
1980 06 24 12	55546.30	0.20	436.78	0.00	17.85	17.85	1118.36
1980 06 25 12	55484.15	0.27	443.26	0.00	20.46	20.46	1314.40
1980 06 26 12	55413.27	10.96	394.80	0.00	21.56	21.56	1377.12
1980 06 27 12	55346.46	3.05	384.68	0.00	20.92	20.92	1283.60
1980 06 28 12	55305.21	0.05	556.59	0.00	15.62	15.62	828.16
1980 06 29 12	55296.64	0.15	491.56	0.00	12.23	12.23	730.71
1980 06 30 12	55296.00	0.20	442.23	0.00	13.99	13.99	900.34
1980 07 01 12	55296.00	0.52	223.38	0.00	14.18	14.18	1146.91
1980 07 02 12	55296.00	1.79	309.98	0.00	15.96	15.96	1185.52
1980 07 03 12	55262.89	0.44	433.05	0.00	14.85	14.85	1043.90
1980 07 04 12	55138.55	0.00	520.63	0.00	16.66	16.66	1034.96
1980 07 05 12	54959.61	4.11	402.24	0.00	17.84	17.84	1098.74
1980 07 06 12	54950.40	1.28	387.92	0.00	17.84	17.84	1127.53
1980 07 07 12	54950.40	0.05	461.96	0.00	13.77	13.77	916.59
1980 07 08 12	54945.32	3.88	403.23	0.00	13.83	13.83	890.30
1980 07 09 12	54792.95	1.18	337.74	0.00	13.34	13.34	925.19
1980 07 10 12	54614.01	0.04	550.48	0.00	13.38	13.38	795.28
1980 07 11 12	54604.80	19.01	397.14	0.00	15.85	15.85	941.34
1980 07 12 12	54604.80	5.83	399.39	0.00	16.39	16.39	951.21
1980 07 13 12	54447.35	0.54	319.52	0.00	11.94	11.94	883.18
1980 07 14 12	54259.84	0.44	368.07	0.00	13.77	13.77	993.62
1980 07 15 12	54259.20	2.73	394.70	0.00	18.22	18.22	1207.04
1980 07 16 12	54226.09	0.90	228.06	0.00	19.27	19.27	1524.07
1980 07 17 12	53922.81	4.00	367.36	0.00	21.62	21.62	1463.21
1980 07 18 12	53913.60	1.04	515.88	0.00	20.50	20.50	1188.24
1980 07 19 12	53908.52	0.01	518.83	0.00	18.59	18.59	1082.50
1980 07 20 12	53618.46	0.83	380.93	0.00	20.29	20.29	1333.49
1980 07 21 12	53568.00	4.77	352.71	0.00	22.18	22.18	1541.04
1980 07 22 12	53562.92	13.46	273.21	0.00	20.25	20.25	1567.59
1980 07 23 12	53231.61	5.26	249.36	0.00	20.06	20.06	1560.92
1980 07 24 12	53222.40	0.54	458.55	0.00	18.61	18.61	1239.29
1980 07 25 12	53127.10	0.01	485.88	0.00	17.86	17.86	1108.47
1980 07 26 12	52876.80	2.06	387.76	0.00	19.21	19.21	1227.36
1980 07 27 12	52876.80	10.82	345.87	0.00	19.67	19.67	1360.02
1980 07 28 12	52581.66	2.70	389.07	0.00	19.03	19.03	1417.67
1980 07 29 12	52531.20	10.00	314.00	0.00	20.10	20.10	1523.19
1980 07 30 12	52498.09	11.38	266.65	0.00	19.89	19.89	1514.04
1980 07 31 12	52185.60	2.30	495.46	0.00	19.32	19.32	1255.72
1980 08 01 12	52185.60	1.29	381.01	0.00	18.75	18.75	1235.34
1980 08 02 12	51840.64	0.39	424.86	0.00	20.58	20.58	1423.45
1980 08 03 12	51840.00	0.43	331.07	0.00	21.65	21.65	1540.32
1980 08 04 12	51611.66	0.11	416.36	0.00	18.60	18.60	1289.93
1980 08 05 12	51494.40	0.36	447.27	0.00	18.52	18.52	1171.38
1980 08 06 12	51399.10	0.85	397.51	0.00	20.40	20.40	1322.46
1980 08 07 12	51148.80	0.20	423.88	0.00	21.59	21.59	1535.21
1980 08 08 12	51115.69	19.59	340.51	0.00	21.92	21.92	1619.73
1980 08 09 12	50803.20	6.26	372.68	0.00	22.89	22.89	1608.59
1980 08 10 12	50798.12	0.29	481.67	0.00	18.82	18.82	1207.19
1980 08 11 12	50457.60	0.03	458.51	0.00	16.88	16.88	1117.30
1980 08 12 12	50457.60	15.57	328.21	0.00	16.83	16.83	1206.16
1980 08 13 12	50112.00	4.09	251.10	0.00	14.52	14.52	1187.41
1980 08 14 12	50112.00	0.04	440.43	0.00	15.90	15.90	1110.18
1980 08 15 12	49766.40	0.05	418.26	0.00	16.51	16.51	1129.24
1980 08 16 12	49766.40	0.06	427.65	0.00	17.45	17.45	1124.03
1980 08 17 12	49420.80	0.01	420.16	0.00	13.52	13.52	944.75
1980 08 18 12	49420.80	0.01	477.72	0.00	13.90	13.90	900.10
1980 08 19 12	49075.20	6.59	373.52	0.00	15.84	15.84	1032.63
1980 08 20 12	49075.20	2.74	225.75	0.00	14.05	14.05	1090.41
1980 08 21 12	48729.60	0.26	453.27	0.00	12.93	12.93	930.34
1980 08 22 12	48729.60	0.00	497.77	0.00	13.91	13.91	884.35
1980 08 23 12	48384.00	0.00	496.72	0.00	15.27	15.27	949.29
1980 08 24 12	48378.92	0.00	491.03	0.00	17.60	17.60	1075.83
1980 08 25 12	48038.40	0.11	366.61	0.00	18.85	18.85	1193.93
1980 08 26 12	47880.95	0.23	401.49	0.00	19.50	19.50	1351.77
1980 08 27 12	47692.80	2.08	320.16	0.00	22.01	22.01	1595.12
1980 08 28 12	47397.66	0.54	441.07	0.00	20.22	20.22	1324.83
1980 08 29 12	47347.20	0.00	473.83	0.00	15.84	15.84	994.96
1980 08 30 12	47001.60	0.58	357.44	0.00	15.33	15.33	985.68
1980 08 31 12	47001.60	2.66	352.44	0.00	16.37	16.37	1138.30
1980 09 01 12	46656.00	10.42	290.33	0.00	20.53	20.53	1576.76
1980 09 02 12	46656.00	9.92	275.08	0.00	20.99	20.99	1652.41
1980 09 03 12	46310.40	1.93	410.69	0.00	20.73	20.73	1427.65
1980 09 04 12	46310.40	0.00	464.75	0.00	14.98	14.98	947.85
1980 09 05 12	45964.80	0.00	453.58	0.00	14.45	14.45	963.79
1980 09 06 12	45931.69	0.00	350.00	0.00	15.35	15.35	1096.20
1980 09 07 12	45619.20	0.00	462.63	0.00	14.18	14.18	870.85
1980 09 08 12	45273.60	0.00	472.14	0.00	12.26	12.26	699.15
1980 09 09 12	45273.60	1.51	349.77	0.00	9.78	9.78	642.05
1980 09 10 12	44928.00	0.54	363.12	0.00	10.29	10.29	712.18
1980 09 11 12	44928.00	0.89	284.49	0.00	11.78	11.78	848.46
1980 09 12 12	44582.40	0.22	455.39	0.00	10.65	10.65	697.35
1980 09 13 12	44582.40	13.38	327.21	0.00	9.54	9.54	678.37
1980 09 14 12	44236.80	22.15	322.15	0.00	9.80	9.80	739.91
1980 09 15 12	44236.80	5.43	263.16	0.00	10.90	10.90	836.04
1980 09 16 12	43891.20	0.41	308.27	0.00	8.17	8.17	690.22
1980 09 17 12	43545.60	4.24	310.60	0.00	9.38	9.38	770.76
1980 09 18 12	43545.60	1.72	226.09	0.00	12.17	12.17	944.07
1980 09 19 12	43200.00	0.16	414.21	0.00	8.95	8.95	695.73
1980 09 20 12	43200.00	0.54	306.73	0.00	9.14	9.14	703.83
1980 09 21 12	42854.40	3.71	275.21	0.00	10.21	10.21	858.15
1980 09 22 12	42854.40	10.33	265.29	0.00	14.93	14.93	1142.32
1980 09 23 12	42508.80	5.39	263.96	0.00	15.74	15.74	1091.50
1980 09 24 12	42168.28	0.77	427.12	0.00	9.80	9.80	609.45
1980 09 25 12	42163.20	8.93	308.73	0.00	6.50	6.50	520.24
1980 09 26 12	41817.60	7.49	301.07	0.00	6.54	6.54	579.44
1980 09 27 12	41817.60	4.44	273.69	0.00	8.29	8.29	662.71
1980 09 28 12	41472.00	0.81	351.51	0.00	4.79	4.79	519.25
1980 09 29 12	41472.00	0.00	411.46	0.00	3.14	3.14	380.52
1980 09 30 12	41126.40	0.01	394.82	0.00	2.77	2.77	433.08
1980 10 01 12	41126.40	0.09	285.72	0.00	9.20	9.20	708.80
1980 10 02 12	40780.80	5.38	209.55	0.00	10.26	10.26	870.66
1980 10 03 12	40468.31	12.34	210.06	0.00	11.10	11.10	961.92
1980 10 04 12	40435.20	7.84	195.27	0.00	11.86	11.86	989.38
1980 10 05 12	40089.60	1.75	176.90	0.00	8.94	8.94	834.17
1980 10 06 12	40089.60	0.12	270.77	0.00	6.82	6.82	705.76
1980 10 07 12	39744.00	0.00	328.61	0.00	6.45	6.45	642.24
1980 10 08 12	39744.00	0.44	238.56	0.00	6.31	6.31	636.11
1980 10 09 12	39398.40	0.12	333.20	0.00	7.02	7.02	613.80
1980 10 10 12	39398.40	0.00	329.69	0.00	3.37	3.37	470.08
1980 10 11 12	39052.80	12.39	269.86	0.00	3.05	3.05	463.65
1980 10 12 12	39002.34	4.45	198.13	0.00	4.86	4.86	597.76
1980 10 13 12	38707.20	0.36	287.87	0.00	5.68	5.68	620.21
1980 10 14 12	38519.05	0.02	173.72	0.00	3.41	3.41	555.07
1980 10 15 12	38361.60	0.00	269.55	0.00	-0.03	-0.03	414.00
1980 10 16 12	38049.11	0.00	342.69	0.00	0.17	0.17	356.66
1980 10 17 12	38016.00	0.52	262.36	0.00	0.40	0.40	386.73
1980 10 18 12	37670.40	3.12	240.48	0.00	3.45	3.45	535.91
1980 10 19 12	37670.40	0.82	232.40	0.00	8.81	8.81	779.31
1980 10 20 12	37324.80	0.02	281.43	0.00	7.27	7.27	650.90
1980 10 21 12	37324.80	0.52	232.69	0.00	3.57	3.57	480.39
1980 10 22 12	36979.20	0.22	266.19	0.00	2.08	2.08	448.93
1980 10 23 12	36979.20	0.02	288.46	0.00	2.32	2.32	447.12
1980 10 24 12	36633.60	0.00	275.78	0.00	-0.04	-0.04	380.70
1980 10 25 12	36633.60	40.57	281.40	0.00	0.29	0.29	357.21
1980 10 26 12	36288.00	13.40	276.19	0.00	2.61	2.61	426.70
1980 10 27 12	36288.00	0.72	281.81	0.00	3.01	3.01	506.29
1980 10 28 12	35942.40	0.74	195.89	0.00	1.85	1.85	496.77
1980 10 29 12	35942.40	0.20	268.11	0.00	-0.61	-0.61	410.53
1980 10 30 12	35601.88	0.00	263.46	0.00	-0.66	-0.66	410.07
1980 10 31 12	35596.80	0.29	234.24	0.00	0.33	0.33	434.18
1980 11 01 12	35284.31	0.09	286.33	0.00	2.55	2.55	478.84
1980 11 02 12	35251.20	0.00	270.29	0.00	0.81	0.81	418.24
1980 11 03 12	35063.05	0.00	307.44	0.00	-3.01	-3.01	305.84
1980 11 04 12	34905.60	0.30	246.30	0.00	-1.90	-1.90	365.24
1980 11 05 12	34788.34	0.11	240.90	0.00	4.52	4.52	573.40
1980 11 06 12	34560.00	0.74	266.89	0.00	1.10	1.10	399.15
1980 11 07 12	34559.36	10.54	211.24	0.00	-0.67	-0.67	405.91
1980 11 08 12	34214.40	4.14	193.12	0.00	2.84	2.84	520.83
1980 11 09 12	34214.40	2.26	246.38	0.00	-1.30	-1.30	323.73
1980 11 10 12	33901.91	0.53	240.84	0.00	-2.18	-2.18	343.51
1980 11 11 12	33868.80	0.06	196.56	0.00	-0.53	-0.53	426.79
1980 11 12 12	33818.34	0.04	146.33	0.00	-1.56	-1.56	419.73
1980 11 13 12	33523.20	0.23	169.74	0.00	-1.41	-1.41	419.24
1980 11 14 12	33523.20	0.11	207.93	0.00	-0.53	-0.53	423.42
1980 11 15 12	33272.90	0.03	236.99	0.00	-1.52	-1.52	366.71
1980 11 16 12	33177.60	0.00	268.15	0.00	-3.32	-3.32	298.86
1980 11 17 12	33168.39	3.89	192.40	0.00	-5.64	-5.64	264.68
1980 11 18 12	32837.08	10.61	218.55	0.00	-4.39	-4.39	286.96
1980 11 19 12	32832.00	2.52	168.17	0.00	-4.51	-4.51	299.13
1980 11 20 12	32781.54	0.00	279.38	0.00	-7.39	-7.39	215.31
1980 11 21 12	32491.48	0.00	289.40	0.00	-5.64	-5.64	218.01
1980 11 22 12	32486.40	0.00	283.40	0.00	-4.19	-4.19	240.71
1980 11 23 12	32477.19	0.00	282.97	0.00	-4.32	-4.32	237.52
1980 11 24 12	32173.90	14.27	231.19	0.00	-3.30	-3.30	275.74
1980 11 25 12	32140.80	9.78	188.41	0.00	-0.65	-0.65	393.04
1980 11 26 12	32140.16	2.27	208.54	0.00	-0.97	-0.97	385.63
1980 11 27 12	31952.65	0.18	250.67	0.00	-3.97	-3.97	300.31
1980 11 28 12	31795.20	28.46	226.08	0.00	-3.10	-3.10	315.73
1980 11 29 12	31795.20	9.24	204.97	0.00	-1.08	-1.08	388.51
1980 11 30 12	31785.99	0.47	217.94	0.00	-0.14	-0.14	430.94
1980 12 01 12	31607.05	0.00	211.83	0.00	-1.54	-1.54	402.03
1980 12 02 12	31454.68	11.58	211.54	0.00	-0.45	-0.45	415.20
1980 12 03 12	31449.60	8.52	221.15	0.00	0.83	0.83	398.84
1980 12 04 12	31449.60	1.72	246.41	0.00	-3.78	-3.78	222.46
1980 12 05 12	31440.39	0.08	200.71	0.00	-9.51	-9.51	175.06
1980 12 06 12	31261.45	0.00	240.48	0.00	-10.47	-10.47	186.10
1980 12 07 12	31137.10	0.01	267.28	0.00	-6.67	-6.67	227.84
1980 12 08 12	31104.00	2.70	226.97	0.00	-4.72	-4.72	258.14
1980 12 09 12	31104.00	1.55	213.61	0.00	-1.33	-1.33	334.22
1980 12 10 12	31104.00	0.45	237.44	0.00	-6.25	-6.25	211.36
1980 12 11 12	31103.35	0.07	274.19	0.00	-9.65	-9.65	140.07
1980 12 12 12	31094.79	2.98	224.68	0.00	-17.13	-17.13	77.73
1980 12 13 12	31053.54	1.08	236.76	0.00	-15.99	-15.99	80.66
1980 12 14 12	30986.74	0.11	267.23	0.00	-13.25	-13.25	86.44
1980 12 15 12	30915.85	2.43	231.46	0.00	-15.52	-15.52	71.52
1980 12 16 12	30853.70	8.13	209.72	0.00	-18.94	-18.94	71.66
1980 12 17 12	30791.50	1.97	259.17	0.00	-15.38	-15.38	97.96
1980 12 18 12	30791.50	0.65	234.58	0.00	-18.07	-18.07	71.06
1980 12 19 12	30791.50	0.24	238.22	0.00	-13.29	-13.29	101.65
1980 12 20 12	30791.50	0.02	287.69	0.00	-17.76	-17.76	54.30
